query_uid,component_id
fever:219126,fever_dep_00186
fever:165882,fever_dep_00187
fever:145570,fever_dep_00188
fever:105634,fever_dep_00111
fever:6113,fever_dep_00189
fever:121157,fever_dep_00190
fever:46970,fever_dep_00191
fever:217680,fever_dep_00192
fever:205648,fever_dep_00193
fever:75599,fever_dep_00194
fever:151650,fever_dep_00053
fever:170396,fever_dep_00143
fever:227369,fever_dep_00217
fever:69285,fever_dep_00195
fever:129650,fever_dep_00196
fever:12,fever_dep_00197
fever:41703,fever_dep_00198
fever:71376,fever_dep_00199
fever:181187,fever_dep_00200
fever:195058,fever_dep_00201
fever:4863,fever_dep_00170
fever:171611,fever_dep_00202
fever:36092,fever_dep_00203
fever:204431,fever_dep_00011
fever:11441,fever_dep_00204
fever:118091,fever_dep_00205
fever:91313,fever_dep_00206
fever:51097,fever_dep_00642
fever:38549,fever_dep_00207
fever:10327,fever_dep_00070
fever:3019,fever_dep_00155
fever:227132,fever_dep_00043
fever:18823,fever_dep_00208
fever:142130,fever_dep_00205
fever:49706,fever_dep_00209
fever:146679,fever_dep_00160
fever:114463,fever_dep_00210
fever:194922,fever_dep_00071
fever:119089,fever_dep_00211
fever:20605,fever_dep_00212
fever:138501,fever_dep_00213
fever:169049,fever_dep_00214
fever:159574,fever_dep_00215
fever:110772,fever_dep_00070
fever:157576,fever_dep_00124
fever:106296,fever_dep_00216
fever:94358,fever_dep_00131
fever:70599,fever_dep_00217
fever:108202,fever_dep_00218
fever:18565,fever_dep_00219
fever:224959,fever_dep_00084
fever:163993,fever_dep_00050
fever:149502,fever_dep_00220
fever:81829,fever_dep_00221
fever:202454,fever_dep_00222
fever:194469,fever_dep_00223
fever:131931,fever_dep_00224
fever:203384,fever_dep_00225
fever:26690,fever_dep_00260
fever:97871,fever_dep_00140
fever:111769,fever_dep_00224
fever:16007,fever_dep_00226
fever:156943,fever_dep_00114
fever:115185,fever_dep_00227
fever:184073,fever_dep_00228
fever:168976,fever_dep_00229
fever:55953,fever_dep_00026
fever:151529,fever_dep_00230
fever:55294,fever_dep_00231
fever:145672,fever_dep_00232
fever:177185,fever_dep_00233
fever:161206,fever_dep_00234
fever:84272,fever_dep_00157
fever:117065,fever_dep_00235
fever:196960,fever_dep_00236
fever:166634,fever_dep_00084
fever:131009,fever_dep_00203
fever:93250,fever_dep_00237
fever:168975,fever_dep_00229
fever:141344,fever_dep_00216
fever:192706,fever_dep_00012
fever:139037,fever_dep_00153
fever:59617,fever_dep_00196
fever:46464,fever_dep_00197
fever:189448,fever_dep_00238
fever:50810,fever_dep_00239
fever:120210,fever_dep_00240
fever:23198,fever_dep_00241
fever:3682,fever_dep_00242
fever:36424,fever_dep_00028
fever:79771,fever_dep_00243
fever:66201,fever_dep_00197
fever:195060,fever_dep_00201
fever:215135,fever_dep_00244
fever:132352,fever_dep_00245
fever:70695,fever_dep_00246
fever:222026,fever_dep_00076
fever:195823,fever_dep_00064
fever:212193,fever_dep_00082
fever:223342,fever_dep_00072
fever:116711,fever_dep_00247
fever:195031,fever_dep_00239
fever:127576,fever_dep_00246
fever:122650,fever_dep_00248
fever:99144,fever_dep_00125
fever:202441,fever_dep_00222
fever:215200,fever_dep_00249
fever:43042,fever_dep_00232
fever:166506,fever_dep_00250
fever:136862,fever_dep_00097
fever:203369,fever_dep_00225
fever:195818,fever_dep_00064
fever:159716,fever_dep_00256
fever:131422,fever_dep_00251
fever:99236,fever_dep_00252
fever:29864,fever_dep_00253
fever:63374,fever_dep_00473
fever:227140,fever_dep_00043
fever:218371,fever_dep_00254
fever:20120,fever_dep_00180
fever:118048,fever_dep_00163
fever:48697,fever_dep_00218
fever:72331,fever_dep_00255
fever:134566,fever_dep_00216
fever:126455,fever_dep_00205
fever:225239,fever_dep_00179
fever:113357,fever_dep_00154
fever:43621,fever_dep_00046
fever:21899,fever_dep_00108
fever:105077,fever_dep_00256
fever:83269,fever_dep_00230
fever:171627,fever_dep_00257
fever:186597,fever_dep_00073
fever:159575,fever_dep_00215
fever:159085,fever_dep_00258
fever:181824,fever_dep_00259
fever:33112,fever_dep_00260
fever:175468,fever_dep_00261
fever:97333,fever_dep_00262
fever:184050,fever_dep_00228
fever:36496,fever_dep_00176
fever:39405,fever_dep_00263
fever:50119,fever_dep_00053
fever:102875,fever_dep_00264
fever:150672,fever_dep_00265
fever:143041,fever_dep_00032
fever:79322,fever_dep_00266
fever:57256,fever_dep_00267
fever:137531,fever_dep_00015
fever:75021,fever_dep_00268
fever:8492,fever_dep_00125
fever:4273,fever_dep_00269
fever:143593,fever_dep_00270
fever:94058,fever_dep_00271
fever:104499,fever_dep_00150
fever:192965,fever_dep_00272
fever:63686,fever_dep_00134
fever:38540,fever_dep_00273
fever:155284,fever_dep_00274
fever:127872,fever_dep_00275
fever:97739,fever_dep_00068
fever:32687,fever_dep_00276
fever:161560,fever_dep_00127
fever:106826,fever_dep_00191
fever:6285,fever_dep_00020
fever:119298,fever_dep_00277
fever:13757,fever_dep_00007
fever:118833,fever_dep_00122
fever:37050,fever_dep_00267
fever:67426,fever_dep_00278
fever:55999,fever_dep_00158
fever:181211,fever_dep_00200
fever:189447,fever_dep_00238
fever:12844,fever_dep_00126
fever:203160,fever_dep_00279
fever:65462,fever_dep_00081
fever:60819,fever_dep_00005
fever:115760,fever_dep_00274
fever:193886,fever_dep_00280
fever:102793,fever_dep_00278
fever:149587,fever_dep_00097
fever:14019,fever_dep_00116
fever:181624,fever_dep_00003
fever:138758,fever_dep_00219
fever:11312,fever_dep_00125
fever:40397,fever_dep_00049
fever:223349,fever_dep_00072
fever:100836,fever_dep_00091
fever:158306,fever_dep_00110
fever:125557,fever_dep_00281
fever:47942,fever_dep_00070
fever:104729,fever_dep_00282
fever:122465,fever_dep_00283
fever:132647,fever_dep_00070
fever:10460,fever_dep_00284
fever:208440,fever_dep_00128
fever:116870,fever_dep_00285
fever:212321,fever_dep_00286
fever:227347,fever_dep_00217
fever:203376,fever_dep_00225
fever:195038,fever_dep_00239
fever:70,fever_dep_00022
fever:171075,fever_dep_00287
fever:63218,fever_dep_00191
fever:33955,fever_dep_00288
fever:59319,fever_dep_00289
fever:137956,fever_dep_00290
fever:217221,fever_dep_00085
fever:134097,fever_dep_00291
fever:69641,fever_dep_00069
fever:101716,fever_dep_00232
fever:65268,fever_dep_00292
fever:84506,fever_dep_00240
fever:47542,fever_dep_00195
fever:55444,fever_dep_00066
fever:108889,fever_dep_00293
fever:122457,fever_dep_00294
fever:155413,fever_dep_00260
fever:165890,fever_dep_00105
fever:18316,fever_dep_00155
fever:87337,fever_dep_00040
fever:152616,fever_dep_00104
fever:140968,fever_dep_00295
fever:21146,fever_dep_00284
fever:68443,fever_dep_00239
fever:56481,fever_dep_00068
fever:219149,fever_dep_00186
fever:12089,fever_dep_00142
fever:173138,fever_dep_00112
fever:154542,fever_dep_00102
fever:174038,fever_dep_00296
fever:59718,fever_dep_00148
fever:172521,fever_dep_00297
fever:47005,fever_dep_00101
fever:135160,fever_dep_00298
fever:48499,fever_dep_00077
fever:194799,fever_dep_00299
fever:100366,fever_dep_00002
fever:171635,fever_dep_00257
fever:100919,fever_dep_00070
fever:76575,fever_dep_00300
fever:142638,fever_dep_00301
fever:193877,fever_dep_00280
fever:73080,fever_dep_00292
fever:205655,fever_dep_00193
fever:108003,fever_dep_00188
fever:146109,fever_dep_00302
fever:63958,fever_dep_00303
fever:190170,fever_dep_00304
fever:5075,fever_dep_00305
fever:79639,fever_dep_00180
fever:109128,fever_dep_00115
fever:57452,fever_dep_00058
fever:200291,fever_dep_00306
fever:26675,fever_dep_00307
fever:143075,fever_dep_00227
fever:166485,fever_dep_00250
fever:97538,fever_dep_00441
fever:165248,fever_dep_00308
fever:102352,fever_dep_00482
fever:216387,fever_dep_00167
fever:75957,fever_dep_00309
fever:147056,fever_dep_00176
fever:89814,fever_dep_00241
fever:179741,fever_dep_00310
fever:45565,fever_dep_00046
fever:42412,fever_dep_00311
fever:171603,fever_dep_00202
fever:14408,fever_dep_00312
fever:74231,fever_dep_00313
fever:159594,fever_dep_00215
fever:170419,fever_dep_00143
fever:10496,fever_dep_00191
fever:161862,fever_dep_00314
fever:48390,fever_dep_00189
fever:155920,fever_dep_00315
fever:41265,fever_dep_00197
fever:63527,fever_dep_00316
fever:10312,fever_dep_00081
fever:174032,fever_dep_00296
fever:40205,fever_dep_00166
fever:10635,fever_dep_00317
fever:223350,fever_dep_00072
fever:144602,fever_dep_00039
fever:154494,fever_dep_00318
fever:93624,fever_dep_00291
fever:179310,fever_dep_00319
fever:493,fever_dep_00118
fever:226885,fever_dep_00042
fever:88907,fever_dep_00142
fever:40833,fever_dep_00320
fever:24264,fever_dep_00063
fever:131295,fever_dep_00116
fever:5421,fever_dep_00642
fever:202760,fever_dep_00055
fever:173135,fever_dep_00112
fever:83758,fever_dep_00000
fever:39605,fever_dep_00303
fever:93273,fever_dep_00321
fever:149173,fever_dep_00322
fever:181118,fever_dep_00323
fever:200262,fever_dep_00306
fever:140589,fever_dep_00133
fever:26444,fever_dep_00220
fever:159080,fever_dep_00258
fever:108567,fever_dep_00198
fever:33949,fever_dep_00094
fever:192837,fever_dep_00324
fever:177143,fever_dep_00325
fever:60080,fever_dep_00642
fever:216599,fever_dep_00326
fever:185727,fever_dep_00162
fever:207388,fever_dep_00022
fever:187104,fever_dep_00327
fever:180733,fever_dep_00328
fever:196992,fever_dep_00236
fever:196740,fever_dep_00329
fever:13076,fever_dep_00330
fever:175480,fever_dep_00261
fever:202928,fever_dep_00161
fever:193422,fever_dep_00331
fever:119047,fever_dep_00332
fever:139317,fever_dep_00333
fever:74276,fever_dep_00061
fever:49268,fever_dep_00037
fever:18523,fever_dep_00074
fever:37546,fever_dep_00334
fever:88875,fever_dep_00335
fever:73444,fever_dep_00065
fever:70386,fever_dep_00336
fever:32940,fever_dep_00181
fever:98875,fever_dep_00147
fever:130146,fever_dep_00337
fever:96289,fever_dep_00338
fever:192839,fever_dep_00324
fever:134498,fever_dep_00339
fever:44334,fever_dep_00340
fever:226146,fever_dep_00341
fever:5579,fever_dep_00127
fever:165137,fever_dep_00342
fever:151253,fever_dep_00343
fever:175736,fever_dep_00344
fever:39606,fever_dep_00303
fever:47061,fever_dep_00091
fever:157002,fever_dep_00154
fever:172491,fever_dep_00297
fever:215206,fever_dep_00249
fever:137438,fever_dep_00345
fever:202754,fever_dep_00055
fever:209879,fever_dep_00346
fever:142043,fever_dep_00151
fever:229317,fever_dep_00347
fever:20112,fever_dep_00348
fever:63252,fever_dep_00010
fever:107968,fever_dep_00220
fever:148661,fever_dep_00063
fever:185422,fever_dep_00349
fever:29993,fever_dep_00350
fever:215479,fever_dep_00064
fever:202792,fever_dep_00055
fever:214258,fever_dep_00351
fever:125437,fever_dep_00352
fever:201833,fever_dep_00352
fever:106114,fever_dep_00234
fever:223339,fever_dep_00072
fever:179314,fever_dep_00319
fever:78859,fever_dep_00141
fever:11451,fever_dep_00264
fever:74540,fever_dep_00188
fever:195006,fever_dep_00239
fever:22042,fever_dep_00353
fever:64561,fever_dep_00124
fever:215477,fever_dep_00064
fever:61795,fever_dep_00139
fever:47322,fever_dep_00354
fever:78998,fever_dep_00101
fever:202780,fever_dep_00055
fever:18665,fever_dep_00125
fever:11497,fever_dep_00217
fever:87691,fever_dep_00322
fever:207528,fever_dep_00027
fever:29146,fever_dep_00120
fever:208431,fever_dep_00128
fever:81060,fever_dep_00260
fever:23741,fever_dep_00219
fever:201748,fever_dep_00176
fever:124400,fever_dep_00199
fever:96616,fever_dep_00091
fever:69739,fever_dep_00185
fever:172519,fever_dep_00297
fever:94030,fever_dep_00333
fever:40124,fever_dep_00104
fever:21875,fever_dep_00125
fever:12747,fever_dep_00242
fever:19719,fever_dep_00355
fever:139484,fever_dep_00278
fever:130703,fever_dep_00286
fever:85452,fever_dep_00142
fever:56742,fever_dep_00335
fever:120442,fever_dep_00356
fever:77869,fever_dep_00285
fever:20926,fever_dep_00245
fever:137741,fever_dep_00009
fever:85172,fever_dep_00286
fever:121283,fever_dep_00357
fever:53421,fever_dep_00282
fever:32815,fever_dep_00404
fever:132865,fever_dep_00058
fever:52753,fever_dep_00358
fever:63938,fever_dep_00359
fever:163987,fever_dep_00050
fever:68022,fever_dep_00009
fever:221071,fever_dep_00048
fever:181132,fever_dep_00323
fever:89719,fever_dep_00037
fever:101322,fever_dep_00121
fever:118810,fever_dep_00146
fever:133840,fever_dep_00217
fever:136719,fever_dep_00240
fever:119940,fever_dep_00122
fever:109368,fever_dep_00360
fever:70373,fever_dep_00361
fever:54679,fever_dep_00274
fever:172279,fever_dep_00362
fever:132990,fever_dep_00255
fever:97,fever_dep_00248
fever:128204,fever_dep_00363
fever:154719,fever_dep_00022
fever:68613,fever_dep_00002
fever:143028,fever_dep_00009
fever:139259,fever_dep_00364
fever:102346,fever_dep_00365
fever:126009,fever_dep_00288
fever:86133,fever_dep_00366
fever:204440,fever_dep_00011
fever:170420,fever_dep_00143
fever:218233,fever_dep_00367
fever:92557,fever_dep_00271
fever:75152,fever_dep_00068
fever:59504,fever_dep_00482
fever:175464,fever_dep_00261
fever:94759,fever_dep_00263
fever:117409,fever_dep_00044
fever:47725,fever_dep_00199
fever:138047,fever_dep_00191
fever:175645,fever_dep_00368
fever:200285,fever_dep_00306
fever:123416,fever_dep_00317
fever:34677,fever_dep_00047
fever:105724,fever_dep_00294
fever:4958,fever_dep_00054
fever:221090,fever_dep_00048
fever:38944,fever_dep_00044
fever:49171,fever_dep_00255
fever:153900,fever_dep_00227
fever:35708,fever_dep_00046
fever:205636,fever_dep_00193
fever:218361,fever_dep_00254
fever:132133,fever_dep_00220
fever:92430,fever_dep_00191
fever:89777,fever_dep_00169
fever:174594,fever_dep_00183
fever:168999,fever_dep_00214
fever:185228,fever_dep_00051
fever:109162,fever_dep_00121
fever:201738,fever_dep_00176
fever:38574,fever_dep_00369
fever:130561,fever_dep_00255
fever:165110,fever_dep_00342
fever:101771,fever_dep_00370
fever:168961,fever_dep_00229
fever:41419,fever_dep_00227
fever:156698,fever_dep_00337
fever:101708,fever_dep_00245
fever:68573,fever_dep_00062
fever:199416,fever_dep_00096
fever:196762,fever_dep_00329
fever:13758,fever_dep_00007
fever:59963,fever_dep_00252
fever:21314,fever_dep_00290
fever:193849,fever_dep_00371
fever:224379,fever_dep_00372
fever:14977,fever_dep_00247
fever:185303,fever_dep_00373
fever:153341,fever_dep_00374
fever:23063,fever_dep_00159
fever:101839,fever_dep_00122
fever:200290,fever_dep_00306
fever:191258,fever_dep_00375
fever:117043,fever_dep_00113
fever:220201,fever_dep_00376
fever:154339,fever_dep_00197
fever:202793,fever_dep_00055
fever:106010,fever_dep_00203
fever:173730,fever_dep_00377
fever:97150,fever_dep_00047
fever:84223,fever_dep_00378
fever:73114,fever_dep_00209
fever:85350,fever_dep_00005
fever:203995,fever_dep_00379
fever:132093,fever_dep_00125
fever:180734,fever_dep_00328
fever:177175,fever_dep_00325
fever:223664,fever_dep_00380
fever:166490,fever_dep_00250
fever:3059,fever_dep_00079
fever:108917,fever_dep_00381
fever:138206,fever_dep_00038
fever:60351,fever_dep_00382
fever:42974,fever_dep_00270
fever:123285,fever_dep_00028
fever:97091,fever_dep_00094
fever:172090,fever_dep_00383
fever:183629,fever_dep_00107
fever:196735,fever_dep_00329
fever:32958,fever_dep_00384
fever:103863,fever_dep_00028
fever:141012,fever_dep_00053
fever:369,fever_dep_00305
fever:157015,fever_dep_00117
fever:103745,fever_dep_00385
fever:226100,fever_dep_00386
fever:74795,fever_dep_00044
fever:70602,fever_dep_00307
fever:70221,fever_dep_00082
fever:185287,fever_dep_00373
fever:107667,fever_dep_00232
fever:93756,fever_dep_00256
fever:111121,fever_dep_00053
fever:6680,fever_dep_00387
fever:145624,fever_dep_00388
fever:37112,fever_dep_00389
fever:185217,fever_dep_00051
fever:76552,fever_dep_00301
fever:14449,fever_dep_00317
fever:63885,fever_dep_00336
fever:186600,fever_dep_00073
fever:82838,fever_dep_00322
fever:51126,fever_dep_00125
fever:78514,fever_dep_00390
fever:94068,fever_dep_00092
fever:29145,fever_dep_00120
fever:151393,fever_dep_00363
fever:80338,fever_dep_00022
fever:148735,fever_dep_00293
fever:32679,fever_dep_00275
fever:227121,fever_dep_00043
fever:207390,fever_dep_00022
fever:120315,fever_dep_00166
fever:115388,fever_dep_00185
fever:12967,fever_dep_00221
fever:21853,fever_dep_00020
fever:159580,fever_dep_00215
fever:204026,fever_dep_00093
fever:203621,fever_dep_00391
fever:177158,fever_dep_00325
fever:45439,fever_dep_00366
fever:198227,fever_dep_00392
fever:192910,fever_dep_00393
fever:161571,fever_dep_00127
fever:48276,fever_dep_00302
fever:172472,fever_dep_00060
fever:197386,fever_dep_00016
fever:173719,fever_dep_00377
fever:154086,fever_dep_00394
fever:102393,fever_dep_00102
fever:115234,fever_dep_00144
fever:185384,fever_dep_00349
fever:36828,fever_dep_00273
fever:26224,fever_dep_00022
fever:216390,fever_dep_00167
fever:181994,fever_dep_00156
fever:184060,fever_dep_00228
fever:180577,fever_dep_00395
fever:86116,fever_dep_00091
fever:112990,fever_dep_00070
fever:131244,fever_dep_00390
fever:187213,fever_dep_00396
fever:226095,fever_dep_00386
fever:1180,fever_dep_00235
fever:57965,fever_dep_00020
fever:97774,fever_dep_00430
fever:98475,fever_dep_00208
fever:97087,fever_dep_00053
fever:139030,fever_dep_00140
fever:161842,fever_dep_00314
fever:123833,fever_dep_00207
fever:156412,fever_dep_00309
fever:32740,fever_dep_00034
fever:131006,fever_dep_00348
fever:172767,fever_dep_00076
fever:131756,fever_dep_00397
fever:49097,fever_dep_00117
fever:202050,fever_dep_00398
fever:209869,fever_dep_00346
fever:208159,fever_dep_00164
fever:142951,fever_dep_00227
fever:139848,fever_dep_00182
fever:219130,fever_dep_00186
fever:190168,fever_dep_00304
fever:200289,fever_dep_00306
fever:74764,fever_dep_00399
fever:226107,fever_dep_00386
fever:53021,fever_dep_00400
fever:141801,fever_dep_00389
fever:95105,fever_dep_00189
fever:153851,fever_dep_00401
fever:202765,fever_dep_00055
fever:92090,fever_dep_00002
fever:68032,fever_dep_00019
fever:222046,fever_dep_00076
fever:202054,fever_dep_00398
fever:47551,fever_dep_00078
fever:66005,fever_dep_00402
fever:208416,fever_dep_00128
fever:106996,fever_dep_00227
fever:105933,fever_dep_00292
fever:55199,fever_dep_00038
fever:196755,fever_dep_00329
fever:110770,fever_dep_00117
fever:86242,fever_dep_00260
fever:66075,fever_dep_00091
fever:174026,fever_dep_00296
fever:135468,fever_dep_00053
fever:157492,fever_dep_00125
fever:39114,fever_dep_00286
fever:202950,fever_dep_00161
fever:175485,fever_dep_00261
fever:88847,fever_dep_00403
fever:67011,fever_dep_00401
fever:191425,fever_dep_00404
fever:192971,fever_dep_00272
fever:10947,fever_dep_00190
fever:135572,fever_dep_00333
fever:49310,fever_dep_00121
fever:63084,fever_dep_00278
fever:77222,fever_dep_00399
fever:194798,fever_dep_00299
fever:66425,fever_dep_00188
fever:67799,fever_dep_00063
fever:186596,fever_dep_00073
fever:107163,fever_dep_00282
fever:205643,fever_dep_00193
fever:106044,fever_dep_00163
fever:219151,fever_dep_00186
fever:6807,fever_dep_00165
fever:68746,fever_dep_00405
fever:173126,fever_dep_00112
fever:177138,fever_dep_00325
fever:191255,fever_dep_00375
fever:156917,fever_dep_00198
fever:96135,fever_dep_00198
fever:200395,fever_dep_00406
fever:108481,fever_dep_00407
fever:72975,fever_dep_00153
fever:3305,fever_dep_00345
fever:6810,fever_dep_00217
fever:53135,fever_dep_00125
fever:2416,fever_dep_00067
fever:94357,fever_dep_00131
fever:2371,fever_dep_00074
fever:200278,fever_dep_00306
fever:124088,fever_dep_00356
fever:78880,fever_dep_00110
fever:126814,fever_dep_00217
fever:166915,fever_dep_00123
fever:9718,fever_dep_00252
fever:14922,fever_dep_00408
fever:180732,fever_dep_00328
fever:36281,fever_dep_00241
fever:164986,fever_dep_00409
fever:87305,fever_dep_00399
fever:216366,fever_dep_00410
fever:95239,fever_dep_00198
fever:185726,fever_dep_00162
fever:45585,fever_dep_00401
fever:58765,fever_dep_00054
fever:165641,fever_dep_00411
fever:175638,fever_dep_00368
fever:168064,fever_dep_00256
fever:56361,fever_dep_00288
fever:212195,fever_dep_00082
fever:156903,fever_dep_00092
fever:144589,fever_dep_00256
fever:226860,fever_dep_00042
fever:185301,fever_dep_00373
fever:156525,fever_dep_00212
fever:185736,fever_dep_00162
fever:174018,fever_dep_00296
fever:206157,fever_dep_00217
fever:33374,fever_dep_00359
fever:148534,fever_dep_00086
fever:72905,fever_dep_00097
fever:204025,fever_dep_00093
fever:159702,fever_dep_00256
fever:140660,fever_dep_00023
fever:186326,fever_dep_00412
fever:10838,fever_dep_00026
fever:116113,fever_dep_00263
fever:166483,fever_dep_00250
fever:66599,fever_dep_00413
fever:5765,fever_dep_00019
fever:166635,fever_dep_00084
fever:165666,fever_dep_00411
fever:101604,fever_dep_00125
fever:140517,fever_dep_00385
fever:125010,fever_dep_00260
fever:40742,fever_dep_00239
fever:109877,fever_dep_00414
